scenario_index,<10h Storage (GW),10 - 20h Storage (GW),20+h Storage (GW)
0.0909,1.0677608695044456,0.08174322462766907,0.0
0.15,0.9771648385652418,0.07419281516550075,0.0
0.187,0.9222323430081478,0.07776765699185222,0.0
0.21,0.89118329090961,0.07512534248011006,0.0
0.25,0.7148288819826267,0.1642767336992444,0.0
0.3,0.6471167661854984,0.1714045967329385,0.0
0.4,0.5521810819278588,0.1433476995225466,0.05499461748989594
0.5,0.4018592193095548,0.27856558108993,0.05595049636969735
0.6,0.42822192230901845,0.29236081482655946,0.06057408672221693
